user_id,content_id,rating,time_spent,completed
110,126,2,35 mins,No
180,128,2,33 mins,No
938,140,4,18 mins,No
544,115,5,44 mins,Yes
746,106,4,51 mins,No
794,127,5,24 mins,No
25,138,4,33 mins,No
843,168,2,40 mins,Yes
791,175,1,28 mins,Yes
738,185,5,11 mins,No
57,164,1,11 mins,No
180,130,2,50 mins,No
232,182,5,45 mins,Yes
894,199,1,46 mins,Yes
343,103,4,43 mins,No
477,162,2,48 mins,No
799,112,4,28 mins,No
576,191,4,47 mins,No
455,130,2,32 mins,No
232,185,5,25 mins,No
289,138,3,55 mins,No
213,185,3,53 mins,Yes
258,160,2,15 mins,Yes
530,138,3,35 mins,Yes
687,115,1,31 mins,No
929,118,5,54 mins,Yes
229,152,4,56 mins,No
226,129,4,33 mins,Yes
596,160,2,55 mins,Yes
803,121,4,49 mins,Yes
435,117,1,30 mins,Yes
882,118,1,39 mins,Yes
758,157,2,20 mins,No
402,137,4,18 mins,No
622,160,3,21 mins,Yes
766,138,3,35 mins,No
88,112,5,47 mins,Yes
584,175,2,12 mins,Yes
893,184,5,42 mins,Yes
542,173,3,24 mins,No
684,101,3,56 mins,Yes
309,158,3,14 mins,Yes
906,103,5,33 mins,No
343,163,2,20 mins,Yes
436,121,1,42 mins,No
177,123,1,32 mins,No
139,109,3,19 mins,No
194,183,2,52 mins,No
186,155,2,37 mins,No
218,119,4,48 mins,No
164,162,4,26 mins,No
161,187,5,53 mins,No
943,191,4,35 mins,No
525,191,5,34 mins,No
808,139,1,45 mins,No
601,200,3,21 mins,No
836,176,2,12 mins,No
42,127,1,59 mins,No
915,146,1,38 mins,No
210,134,5,53 mins,No
741,133,3,33 mins,No
862,192,5,28 mins,Yes
275,195,1,22 mins,Yes
954,196,2,25 mins,No
279,150,4,49 mins,No
251,120,5,36 mins,Yes
310,140,1,15 mins,Yes
720,199,4,51 mins,No
833,195,4,19 mins,No
140,158,1,47 mins,Yes
792,131,3,17 mins,No
546,138,1,27 mins,Yes
821,186,2,41 mins,No
904,145,4,26 mins,Yes
530,141,2,51 mins,No
57,109,5,11 mins,No
112,109,4,53 mins,Yes
5,163,3,29 mins,No
410,179,1,19 mins,Yes
414,177,5,18 mins,Yes
182,122,2,57 mins,Yes
13,116,5,48 mins,No
339,132,3,50 mins,Yes
797,166,1,34 mins,No
259,190,5,34 mins,Yes
90,114,2,33 mins,Yes
616,138,5,15 mins,Yes
891,198,1,39 mins,Yes
698,108,5,19 mins,No
250,200,2,48 mins,No
255,121,1,40 mins,No
588,156,3,27 mins,No
898,146,3,52 mins,No
971,143,4,42 mins,No
108,192,5,28 mins,Yes
668,146,2,32 mins,No
594,148,5,14 mins,No
589,170,1,35 mins,No
485,184,4,38 mins,No
982,131,2,33 mins,No
972,133,5,15 mins,No
258,144,2,48 mins,Yes
639,171,1,13 mins,Yes
997,108,4,57 mins,No
903,173,2,51 mins,Yes
282,102,1,35 mins,No
986,117,3,24 mins,Yes
88,152,2,22 mins,No
204,145,4,49 mins,Yes
16,137,2,31 mins,Yes
151,142,2,22 mins,No
936,144,1,48 mins,No
254,181,5,26 mins,Yes
188,138,5,45 mins,No
329,199,2,48 mins,No
544,194,4,57 mins,No
783,106,4,34 mins,No
997,168,1,43 mins,No
397,151,2,30 mins,No
517,135,2,34 mins,Yes
459,158,5,34 mins,No
330,157,1,31 mins,No
820,173,3,32 mins,Yes
845,106,4,34 mins,Yes
169,113,4,23 mins,Yes
693,159,2,23 mins,No
366,186,1,35 mins,Yes
178,192,3,49 mins,Yes
655,130,4,39 mins,Yes
362,200,1,35 mins,Yes
760,102,3,47 mins,Yes
639,158,2,31 mins,Yes
775,136,5,48 mins,Yes
40,172,4,48 mins,Yes
924,145,4,43 mins,No
416,109,3,34 mins,No
355,165,5,45 mins,Yes
255,177,1,22 mins,No
143,150,2,38 mins,No
752,179,1,51 mins,No
740,132,3,18 mins,Yes
853,198,4,24 mins,Yes
710,143,4,40 mins,No
577,195,1,53 mins,Yes
900,178,2,36 mins,No
11,154,3,40 mins,Yes
620,147,2,19 mins,No
26,114,3,46 mins,Yes
957,148,2,16 mins,Yes
421,155,1,41 mins,No
663,129,5,20 mins,No
221,147,3,57 mins,No
853,163,1,54 mins,No
496,119,4,37 mins,Yes
237,191,4,13 mins,Yes
237,109,2,57 mins,No
219,137,4,54 mins,No
487,192,5,40 mins,Yes
936,152,3,38 mins,Yes
461,157,2,42 mins,Yes
663,188,3,13 mins,Yes
635,128,3,56 mins,No
144,136,1,35 mins,No
990,164,4,40 mins,Yes
189,118,3,40 mins,Yes
255,189,5,36 mins,No
68,135,5,34 mins,No
616,168,4,57 mins,Yes
336,178,4,45 mins,No
671,139,2,58 mins,No
821,190,2,40 mins,Yes
874,108,2,52 mins,No
409,188,4,46 mins,Yes
300,180,3,54 mins,Yes
908,184,1,53 mins,Yes
602,115,2,32 mins,No
357,107,1,44 mins,No
256,117,5,13 mins,No
353,186,4,37 mins,Yes
732,186,5,51 mins,No
521,164,2,50 mins,No
524,112,3,51 mins,Yes
837,182,2,22 mins,No
950,156,1,10 mins,No
756,146,2,21 mins,Yes
694,147,3,52 mins,No
284,179,3,49 mins,No
312,116,4,35 mins,No
99,169,4,55 mins,No
197,102,3,55 mins,No
482,192,3,32 mins,No
878,154,1,58 mins,Yes
226,127,2,31 mins,Yes
845,131,4,37 mins,Yes
615,141,1,26 mins,No
618,136,2,15 mins,Yes
365,147,4,23 mins,Yes
368,143,1,59 mins,Yes
570,165,5,26 mins,No
590,150,5,47 mins,Yes
75,193,4,14 mins,No
42,101,1,22 mins,Yes
422,172,2,57 mins,Yes
836,157,2,18 mins,Yes
181,116,1,53 mins,Yes
545,128,5,51 mins,No
71,186,1,35 mins,Yes
568,182,5,22 mins,Yes
105,122,5,28 mins,Yes
200,141,2,57 mins,No
101,176,4,26 mins,Yes
768,119,3,25 mins,Yes
307,189,1,39 mins,No
586,150,5,41 mins,No
683,159,1,23 mins,Yes
377,169,4,57 mins,Yes
655,134,4,24 mins,Yes
678,139,3,21 mins,Yes
399,174,3,46 mins,No
773,107,5,20 mins,Yes
221,152,3,14 mins,Yes
595,160,5,20 mins,Yes
182,152,2,43 mins,No
307,179,5,28 mins,No
522,124,3,35 mins,Yes
396,126,1,35 mins,No
4,190,3,26 mins,Yes
863,190,4,40 mins,Yes
914,110,3,28 mins,No
848,117,2,53 mins,No
1000,178,5,29 mins,No
804,102,4,32 mins,Yes
281,177,5,34 mins,No
215,127,5,37 mins,Yes
972,173,3,46 mins,No
610,171,1,21 mins,Yes
420,148,4,57 mins,Yes
101,174,2,10 mins,Yes
963,109,2,11 mins,No
521,186,1,19 mins,No
573,123,1,43 mins,No
309,171,3,41 mins,Yes
658,173,2,34 mins,No
939,127,4,19 mins,No
931,188,1,59 mins,No
510,193,1,10 mins,No
63,181,1,41 mins,Yes
633,184,4,46 mins,No
226,171,2,21 mins,Yes
105,143,4,58 mins,Yes
974,107,4,27 mins,Yes
772,192,3,39 mins,Yes
861,183,1,22 mins,Yes
425,163,2,12 mins,No
255,184,3,30 mins,No
429,144,3,51 mins,Yes
434,139,5,23 mins,No
207,140,1,49 mins,Yes
28,107,2,19 mins,Yes
682,170,2,11 mins,Yes
336,125,2,54 mins,Yes
588,159,1,46 mins,No
628,113,2,20 mins,Yes
69,186,4,10 mins,No
866,181,4,35 mins,No
746,186,1,51 mins,No
513,198,2,22 mins,No
167,162,5,37 mins,Yes
864,108,5,45 mins,No
730,145,5,30 mins,Yes
785,118,4,19 mins,No
368,188,5,21 mins,Yes
251,160,2,55 mins,Yes
859,160,2,36 mins,No
856,102,5,12 mins,No
931,166,3,37 mins,No
686,191,5,11 mins,Yes
170,114,3,37 mins,No
758,148,1,40 mins,No
935,156,1,52 mins,No
90,112,2,30 mins,Yes
561,196,4,16 mins,No
446,192,2,59 mins,No
294,155,2,40 mins,Yes
919,128,4,23 mins,No
150,189,2,48 mins,Yes
132,104,4,48 mins,Yes
433,190,2,18 mins,Yes
59,136,1,32 mins,Yes
969,150,3,21 mins,Yes
836,103,2,38 mins,Yes
199,101,3,47 mins,Yes
215,117,5,48 mins,Yes
898,171,2,31 mins,Yes
561,162,1,13 mins,Yes
472,148,4,57 mins,Yes
744,162,1,16 mins,Yes
247,169,3,49 mins,Yes
382,119,4,17 mins,Yes
991,134,1,44 mins,No
239,199,1,18 mins,Yes
927,149,1,22 mins,No
367,180,4,48 mins,No
168,147,1,29 mins,No
560,191,1,30 mins,No
51,150,3,56 mins,No
811,189,1,28 mins,No
610,126,1,11 mins,Yes
951,156,5,53 mins,No
728,178,4,49 mins,Yes
689,114,5,39 mins,Yes
380,178,3,32 mins,No
474,125,5,49 mins,Yes
80,200,2,22 mins,Yes
697,104,4,42 mins,No
367,179,1,41 mins,Yes
461,132,5,37 mins,No
911,182,5,33 mins,No
539,178,1,51 mins,No
452,165,1,37 mins,No
464,161,3,39 mins,No
960,120,5,50 mins,Yes
478,174,5,38 mins,No
926,110,2,43 mins,No
420,188,2,31 mins,Yes
707,134,5,34 mins,No
214,161,2,23 mins,No
369,192,5,19 mins,No
854,127,4,19 mins,No
114,140,3,17 mins,No
754,165,2,23 mins,No
503,133,5,54 mins,No
636,168,2,47 mins,Yes
817,171,3,41 mins,No
588,109,4,54 mins,Yes
311,116,1,41 mins,No
469,105,1,12 mins,No
824,198,2,29 mins,No
708,123,5,22 mins,Yes
863,143,3,32 mins,Yes
44,189,4,28 mins,Yes
415,157,4,25 mins,No
698,151,4,45 mins,No
855,113,1,44 mins,Yes
246,124,3,56 mins,Yes
949,111,1,56 mins,No
84,152,2,59 mins,No
207,117,4,16 mins,No
151,137,3,46 mins,Yes
668,113,4,17 mins,Yes
528,162,1,34 mins,No
165,191,1,32 mins,No
917,184,1,19 mins,No
975,197,4,39 mins,Yes
145,196,3,42 mins,No
37,108,3,20 mins,Yes
333,156,2,44 mins,Yes
403,193,4,36 mins,Yes
414,183,2,12 mins,No
45,170,2,56 mins,No
402,144,2,58 mins,Yes
206,160,2,59 mins,Yes
62,141,1,17 mins,No
420,121,2,22 mins,Yes
868,186,3,51 mins,No
468,142,2,12 mins,No
820,174,1,29 mins,No
19,174,5,55 mins,No
365,129,5,54 mins,Yes
300,180,5,44 mins,No
7,165,4,22 mins,Yes
761,117,3,29 mins,Yes
428,130,1,33 mins,Yes
117,126,5,18 mins,No
580,153,1,39 mins,No
507,119,1,34 mins,Yes
546,153,4,25 mins,No
706,185,5,17 mins,No
325,117,2,53 mins,No
55,146,1,37 mins,No
778,185,5,21 mins,No
992,153,1,33 mins,Yes
42,164,4,58 mins,No
297,145,4,38 mins,No
973,149,2,24 mins,Yes
231,119,4,27 mins,No
453,171,5,16 mins,Yes
890,181,4,22 mins,Yes
394,165,2,28 mins,No
522,137,3,57 mins,Yes
358,170,1,52 mins,Yes
987,126,1,14 mins,No
444,102,5,35 mins,Yes
128,159,2,11 mins,No
691,196,2,42 mins,Yes
405,105,2,57 mins,No
392,137,1,46 mins,Yes
193,131,4,34 mins,No
604,176,1,34 mins,No
881,199,1,48 mins,Yes
743,194,1,39 mins,Yes
78,148,4,50 mins,No
85,106,3,13 mins,Yes
30,115,5,28 mins,Yes
725,115,3,36 mins,Yes
49,161,3,56 mins,No
777,116,1,48 mins,No
145,120,3,33 mins,No
69,177,1,59 mins,Yes
58,144,1,46 mins,Yes
697,142,5,34 mins,Yes
574,146,2,38 mins,No
479,195,1,40 mins,No
820,134,3,54 mins,No
445,164,5,44 mins,No
296,129,3,37 mins,Yes
678,103,2,47 mins,Yes
171,109,4,53 mins,Yes
575,175,2,59 mins,No
147,175,5,59 mins,Yes
484,125,2,13 mins,Yes
306,186,2,37 mins,No
673,142,5,40 mins,No
653,146,5,32 mins,Yes
846,173,3,23 mins,No
609,184,1,37 mins,Yes
446,159,4,23 mins,Yes
221,121,4,10 mins,No
555,174,4,52 mins,No
945,122,2,41 mins,Yes
804,129,5,50 mins,No
378,163,5,27 mins,No
620,173,5,14 mins,Yes
266,161,1,51 mins,Yes
95,164,5,24 mins,Yes
262,169,5,51 mins,No
825,140,2,25 mins,No
897,175,3,45 mins,No
71,101,4,45 mins,Yes
954,165,2,49 mins,No
219,162,2,39 mins,Yes
533,154,2,47 mins,No
92,160,4,32 mins,Yes
127,146,2,20 mins,No
80,105,3,34 mins,Yes
824,122,5,54 mins,Yes
238,190,3,52 mins,Yes
983,153,5,11 mins,Yes
372,170,5,44 mins,No
916,132,2,56 mins,No
486,111,2,33 mins,No
694,110,4,22 mins,No
25,139,1,51 mins,No
156,198,3,46 mins,Yes
517,131,4,39 mins,No
632,112,4,20 mins,No
789,180,3,32 mins,Yes
530,138,3,55 mins,No
943,167,5,37 mins,No
710,166,1,38 mins,No
57,152,2,24 mins,Yes
605,105,1,54 mins,Yes
19,111,1,12 mins,No
384,125,2,18 mins,Yes
865,135,1,17 mins,No
193,135,4,56 mins,Yes
237,122,4,42 mins,Yes
387,137,2,43 mins,No
426,186,2,18 mins,Yes
277,155,3,26 mins,No
227,175,3,50 mins,Yes
745,196,1,10 mins,No
552,199,1,49 mins,Yes
323,195,2,14 mins,No
153,172,1,39 mins,No
639,164,5,20 mins,No
237,120,4,37 mins,No
998,198,1,47 mins,Yes
55,104,1,26 mins,No
980,118,3,59 mins,Yes
436,151,5,32 mins,Yes
684,168,1,27 mins,No
109,120,4,46 mins,No
866,109,1,36 mins,No
981,180,2,34 mins,No
184,126,5,14 mins,Yes
951,125,1,28 mins,No
368,168,5,36 mins,No
983,141,1,22 mins,No
198,159,4,16 mins,No
371,145,4,35 mins,Yes
373,141,5,23 mins,Yes
973,138,3,36 mins,Yes
497,119,3,17 mins,No
599,114,2,40 mins,Yes
201,121,3,44 mins,No
849,115,5,36 mins,Yes
509,103,3,13 mins,No
322,137,2,51 mins,Yes
275,146,1,13 mins,No
211,116,3,27 mins,No
504,114,5,32 mins,Yes
903,109,5,41 mins,No
118,107,2,21 mins,Yes
703,114,2,29 mins,Yes
554,106,4,56 mins,Yes
42,185,4,54 mins,No
315,115,4,21 mins,Yes
788,152,1,17 mins,No
329,172,5,31 mins,No
17,134,4,36 mins,Yes
283,101,5,50 mins,Yes
943,196,2,50 mins,No
258,169,1,26 mins,No
575,194,2,41 mins,Yes
574,186,5,42 mins,No
612,120,4,40 mins,No
19,180,2,15 mins,No
529,107,3,48 mins,Yes
837,107,1,18 mins,Yes
423,150,5,51 mins,Yes
466,102,4,41 mins,No
373,147,2,45 mins,Yes
758,114,1,25 mins,Yes
763,131,4,21 mins,No
967,150,2,50 mins,Yes
81,161,5,12 mins,Yes
551,141,3,36 mins,Yes
548,114,3,36 mins,No
424,105,5,18 mins,No
429,175,1,26 mins,Yes
388,105,5,55 mins,No
998,164,2,14 mins,Yes
921,129,1,35 mins,Yes
709,175,3,30 mins,Yes
670,105,2,10 mins,Yes
204,196,4,10 mins,No
196,136,4,44 mins,Yes
728,179,4,18 mins,No
285,119,3,32 mins,No
969,164,5,47 mins,Yes
196,122,1,50 mins,Yes
307,134,3,13 mins,Yes
664,156,2,28 mins,Yes
14,117,2,46 mins,No
837,176,4,14 mins,No
146,189,1,37 mins,No
938,156,4,55 mins,No
57,117,2,51 mins,Yes
723,174,2,57 mins,Yes
780,192,5,32 mins,No
210,182,5,47 mins,No
529,118,5,32 mins,No
798,145,4,55 mins,Yes
344,196,1,27 mins,Yes
715,178,5,38 mins,No
611,156,3,37 mins,Yes
279,180,5,18 mins,No
209,150,4,48 mins,No
641,158,1,59 mins,Yes
335,118,5,19 mins,Yes
288,180,1,11 mins,No
252,181,3,22 mins,Yes
265,107,2,47 mins,Yes
271,176,1,36 mins,Yes
924,198,5,50 mins,Yes
920,110,4,29 mins,Yes
700,169,4,49 mins,Yes
419,185,4,19 mins,No
726,103,4,25 mins,No
795,183,1,24 mins,No
211,144,4,22 mins,No
365,199,2,59 mins,Yes
76,170,3,47 mins,No
660,114,1,29 mins,Yes
321,104,1,33 mins,No
725,118,4,50 mins,No
433,193,4,59 mins,Yes
109,199,1,16 mins,Yes
641,152,4,32 mins,No
522,138,4,33 mins,Yes
47,180,4,38 mins,Yes
379,120,4,14 mins,Yes
827,188,4,52 mins,Yes
96,199,5,54 mins,No
958,144,5,44 mins,Yes
103,151,5,10 mins,No
892,119,1,45 mins,No
854,168,3,27 mins,No
146,197,1,15 mins,No
880,166,5,32 mins,No
942,113,1,19 mins,No
928,162,3,16 mins,No
27,161,4,53 mins,Yes
732,130,2,17 mins,No
530,198,5,22 mins,Yes
679,130,5,39 mins,Yes
945,151,3,27 mins,No
989,188,4,23 mins,No
82,148,4,20 mins,No
428,133,2,51 mins,Yes
584,174,4,47 mins,Yes
822,182,3,22 mins,Yes
479,119,4,51 mins,No
766,171,3,53 mins,Yes
162,157,5,42 mins,No
839,119,5,59 mins,Yes
932,188,5,22 mins,No
402,179,1,34 mins,No
508,141,5,33 mins,No
38,142,3,38 mins,Yes
955,187,2,45 mins,Yes
511,152,4,15 mins,Yes
393,104,5,27 mins,Yes
713,104,1,37 mins,Yes
494,105,1,14 mins,No
200,141,3,27 mins,No
255,187,2,46 mins,No
179,161,5,16 mins,No
547,175,5,18 mins,Yes
594,155,1,44 mins,Yes
389,175,3,21 mins,No
398,113,1,55 mins,No
732,114,1,49 mins,Yes
158,160,2,53 mins,Yes
4,172,3,48 mins,No
167,125,2,33 mins,No
468,182,3,18 mins,Yes
960,144,5,21 mins,Yes
409,182,4,45 mins,Yes
412,110,4,46 mins,No
204,171,3,18 mins,No
194,150,4,48 mins,Yes
235,144,1,55 mins,No
718,114,5,31 mins,No
150,115,5,26 mins,Yes
159,116,4,42 mins,No
279,102,3,56 mins,No
816,130,1,33 mins,No
404,130,3,24 mins,Yes
893,182,4,38 mins,Yes
678,131,5,41 mins,No
311,177,5,42 mins,No
68,120,3,38 mins,No
463,149,2,24 mins,No
88,135,3,36 mins,Yes
217,123,2,43 mins,No
1,197,3,13 mins,No
135,199,2,58 mins,No
697,200,2,57 mins,No
351,161,2,27 mins,Yes
140,184,2,30 mins,No
618,155,1,57 mins,Yes
133,167,2,17 mins,Yes
620,108,2,15 mins,No
178,140,5,29 mins,Yes
810,159,1,11 mins,Yes
358,132,2,54 mins,Yes
380,193,4,31 mins,No
908,107,1,30 mins,Yes
871,102,5,15 mins,Yes
658,185,3,41 mins,No
450,106,5,15 mins,Yes
586,192,5,22 mins,No
463,136,1,10 mins,No
990,132,1,31 mins,No
108,145,4,33 mins,No
122,142,4,50 mins,No
17,153,1,39 mins,Yes
196,109,1,31 mins,No
327,175,1,53 mins,Yes
318,187,3,21 mins,Yes
809,175,5,35 mins,No
479,149,4,13 mins,Yes
252,102,4,28 mins,Yes
503,167,2,25 mins,No
999,111,3,21 mins,No
119,150,1,42 mins,No
674,135,1,30 mins,Yes
710,115,3,45 mins,Yes
498,175,4,18 mins,Yes
486,131,1,48 mins,Yes
45,192,2,51 mins,No
314,162,4,54 mins,Yes
179,128,5,17 mins,Yes
894,196,3,29 mins,No
418,125,4,19 mins,Yes
556,184,5,41 mins,No
783,192,2,37 mins,Yes
78,125,3,19 mins,No
326,175,1,17 mins,Yes
690,183,1,56 mins,No
357,192,5,42 mins,Yes
416,101,4,56 mins,Yes
963,159,2,58 mins,No
515,169,5,22 mins,No
214,174,2,53 mins,No
854,142,2,44 mins,Yes
74,134,2,38 mins,No
563,200,3,14 mins,No
579,166,5,12 mins,Yes
509,118,3,46 mins,No
332,177,4,50 mins,No
93,105,4,15 mins,No
688,120,1,57 mins,Yes
657,166,1,51 mins,Yes
519,175,1,25 mins,Yes
269,162,4,44 mins,No
376,194,2,27 mins,Yes
834,196,2,20 mins,Yes
4,132,5,32 mins,Yes
138,158,4,56 mins,No
231,150,1,20 mins,Yes
600,138,4,38 mins,Yes
529,155,2,51 mins,Yes
52,128,2,36 mins,Yes
646,174,3,18 mins,No
723,186,3,44 mins,Yes
325,181,5,18 mins,Yes
992,122,4,27 mins,Yes
970,143,3,53 mins,No
905,183,3,30 mins,No
731,181,4,57 mins,Yes
717,188,2,45 mins,No
723,136,5,10 mins,Yes
277,196,5,36 mins,No
536,152,5,54 mins,No
486,136,3,49 mins,Yes
516,128,2,47 mins,No
152,178,5,38 mins,No
955,158,4,49 mins,Yes
483,136,5,28 mins,Yes
259,170,1,33 mins,No
324,109,2,53 mins,No
869,121,1,10 mins,No
168,164,2,45 mins,No
688,176,4,32 mins,Yes
310,161,3,22 mins,No
803,194,3,39 mins,Yes
479,195,2,58 mins,Yes
56,140,5,46 mins,Yes
620,156,1,20 mins,No
473,104,4,16 mins,No
296,131,5,44 mins,Yes
461,127,3,20 mins,Yes
324,158,5,58 mins,Yes
814,125,1,52 mins,Yes
846,169,3,56 mins,Yes
141,170,2,49 mins,No
667,105,4,57 mins,No
262,191,4,30 mins,No
785,108,3,56 mins,No
420,109,2,12 mins,Yes
744,115,1,39 mins,Yes
241,200,4,33 mins,No
355,107,3,47 mins,Yes
849,196,4,12 mins,Yes
770,172,2,46 mins,Yes
761,115,1,42 mins,No
589,137,2,31 mins,No
180,183,5,40 mins,No
66,139,2,55 mins,No
820,106,2,21 mins,No
348,183,4,54 mins,No
171,157,2,23 mins,Yes
474,192,3,21 mins,No
534,181,4,36 mins,Yes
367,119,4,22 mins,No
107,163,5,33 mins,No
439,131,3,47 mins,Yes
835,175,2,56 mins,No
227,179,5,57 mins,Yes
444,110,3,18 mins,No
442,187,5,17 mins,Yes
396,167,1,46 mins,No
728,162,2,24 mins,Yes
581,103,5,16 mins,No
84,118,1,33 mins,Yes
615,125,2,58 mins,No
551,120,5,25 mins,No
13,158,5,33 mins,No
809,193,5,52 mins,No
825,186,5,16 mins,No
693,150,4,52 mins,No
493,179,5,37 mins,Yes
268,110,4,11 mins,Yes
525,121,4,43 mins,Yes
120,129,1,47 mins,Yes
970,196,2,12 mins,Yes
353,110,4,10 mins,Yes
57,113,3,40 mins,No
40,147,4,32 mins,No
886,123,3,29 mins,No
336,150,1,25 mins,Yes
640,187,3,55 mins,No
173,195,1,41 mins,Yes
547,104,1,26 mins,Yes
259,167,1,27 mins,Yes
888,185,3,13 mins,No
517,153,3,44 mins,No
730,102,1,49 mins,Yes
523,168,1,45 mins,No
894,165,2,32 mins,No
839,179,1,24 mins,Yes
117,157,5,22 mins,No
184,197,2,23 mins,No
906,170,2,23 mins,Yes
874,107,2,46 mins,Yes
116,119,5,14 mins,No
162,144,2,31 mins,No
579,163,2,37 mins,No
712,165,3,54 mins,Yes
543,139,3,13 mins,Yes
587,183,1,59 mins,Yes
237,126,1,47 mins,No
839,144,4,38 mins,No
66,112,5,46 mins,Yes
70,122,3,44 mins,Yes
809,177,1,29 mins,Yes
447,192,5,44 mins,No
416,114,2,44 mins,No
532,186,5,29 mins,No
441,130,3,11 mins,No
738,144,4,27 mins,Yes
946,184,3,39 mins,No
464,191,1,51 mins,No
921,138,1,38 mins,Yes
396,159,5,48 mins,Yes
711,142,3,31 mins,Yes
551,152,1,38 mins,No
657,163,2,55 mins,Yes
557,161,2,19 mins,No
395,134,4,29 mins,Yes
326,139,5,25 mins,No
893,141,1,15 mins,No
919,137,4,26 mins,Yes
91,165,2,15 mins,Yes
750,179,4,31 mins,No
70,132,4,27 mins,Yes
166,108,1,41 mins,No
642,197,1,37 mins,Yes
214,118,1,51 mins,No
852,145,5,19 mins,No
601,193,4,50 mins,Yes
335,196,4,31 mins,No
764,133,5,37 mins,No
369,105,2,24 mins,No
861,182,3,52 mins,No
584,174,2,38 mins,Yes
677,136,5,16 mins,No
49,197,4,59 mins,No
52,123,4,43 mins,Yes
289,140,1,41 mins,Yes
790,105,1,11 mins,No
626,134,4,35 mins,No
239,124,4,54 mins,No
133,117,1,20 mins,Yes
999,195,1,34 mins,No
786,171,2,28 mins,No
166,181,4,29 mins,Yes
374,192,4,42 mins,No
373,122,5,26 mins,Yes
805,115,2,39 mins,No
478,115,3,27 mins,Yes
755,125,3,41 mins,No
479,153,3,49 mins,No
832,121,1,54 mins,Yes
650,166,3,13 mins,Yes
591,191,5,41 mins,No
682,132,1,28 mins,Yes
635,121,1,12 mins,Yes
688,168,3,47 mins,Yes
300,144,1,37 mins,No
82,183,2,47 mins,No
87,166,2,15 mins,Yes
225,190,3,49 mins,Yes
16,198,5,26 mins,Yes
822,114,1,51 mins,No
358,115,4,14 mins,Yes
163,120,3,28 mins,Yes
610,134,1,52 mins,No
668,136,3,51 mins,Yes
514,183,3,44 mins,No
350,109,5,31 mins,No
909,171,4,33 mins,Yes
681,130,1,19 mins,No
464,177,3,11 mins,No
827,191,3,37 mins,No
837,163,1,50 mins,No
375,135,3,46 mins,Yes
92,113,3,26 mins,No
181,179,3,15 mins,Yes
743,146,2,52 mins,No
301,156,2,14 mins,No
660,109,4,48 mins,Yes
792,187,5,16 mins,No
189,136,1,41 mins,Yes
859,103,5,13 mins,No
862,198,5,30 mins,No
314,119,2,51 mins,Yes
493,128,4,41 mins,No
923,123,5,27 mins,No
922,107,5,42 mins,Yes
128,176,3,23 mins,No
519,114,1,15 mins,No
426,146,4,20 mins,No
559,115,1,55 mins,No
565,167,2,29 mins,No
187,115,5,38 mins,Yes
550,151,5,44 mins,Yes
453,188,1,25 mins,No
471,108,2,57 mins,No
988,169,3,16 mins,No
738,162,3,49 mins,Yes
565,151,5,45 mins,No
911,163,5,53 mins,No
224,168,4,53 mins,No
154,178,1,40 mins,No
560,116,5,51 mins,Yes
351,184,2,53 mins,No
147,124,1,52 mins,No
905,106,4,52 mins,No
576,157,3,56 mins,No
349,131,4,15 mins,No
182,106,1,38 mins,No
637,199,3,36 mins,No
179,179,2,52 mins,Yes
39,129,3,11 mins,No
772,167,3,31 mins,Yes
894,175,2,18 mins,Yes
3,103,5,20 mins,No
64,128,5,25 mins,No
29,174,3,54 mins,No
372,197,3,22 mins,Yes
523,148,4,27 mins,Yes
97,180,5,34 mins,Yes
870,110,2,42 mins,No
442,133,3,19 mins,No
203,200,3,39 mins,Yes
411,167,4,58 mins,Yes
993,169,4,10 mins,No
21,112,4,42 mins,Yes
551,157,1,58 mins,Yes
735,144,2,24 mins,Yes
102,113,1,38 mins,Yes
46,124,3,11 mins,Yes
66,144,4,20 mins,Yes
603,157,4,43 mins,Yes
164,196,4,50 mins,No
971,116,5,28 mins,Yes
111,196,2,11 mins,No
338,200,1,57 mins,No
123,121,2,29 mins,Yes
705,176,4,50 mins,No
447,151,3,40 mins,Yes
611,121,5,13 mins,No
291,160,2,38 mins,No
671,151,3,39 mins,Yes
412,121,4,22 mins,No
615,106,4,24 mins,Yes
897,173,4,29 mins,No
281,165,4,43 mins,Yes
43,176,5,37 mins,Yes
486,158,5,29 mins,No
596,178,2,59 mins,Yes
963,106,4,34 mins,Yes
703,165,5,36 mins,No
51,186,3,39 mins,Yes
898,134,5,50 mins,No
210,156,5,29 mins,No
126,175,2,10 mins,No
492,103,5,44 mins,Yes
509,142,3,58 mins,No
960,162,4,52 mins,Yes
970,106,1,33 mins,No
581,106,2,34 mins,No
777,163,3,49 mins,No
258,120,2,21 mins,Yes
930,121,4,20 mins,No
188,102,5,39 mins,Yes
230,190,5,22 mins,Yes
189,195,3,56 mins,Yes
415,190,4,34 mins,Yes
10,156,1,34 mins,Yes
114,196,1,26 mins,No
76,110,5,21 mins,Yes
676,187,4,20 mins,No
502,170,4,19 mins,No
85,123,3,26 mins,Yes
49,192,1,54 mins,No
495,130,3,25 mins,No
838,178,2,29 mins,Yes
689,137,4,58 mins,Yes
387,155,1,14 mins,No
970,196,3,50 mins,Yes
389,149,5,41 mins,Yes
218,134,2,36 mins,No
701,144,3,13 mins,Yes
981,122,5,50 mins,Yes
346,131,1,57 mins,Yes
230,107,1,16 mins,Yes
255,121,2,55 mins,Yes
